LAC  ,CELLID   
54269,23852
54269,22671
54269,23673
54269,20382
21278,12751
21750,24962
21750,24968
21750,11172
54269,24202
21751,5332
54268,47752
25346,862
54269,22672
54269,23672
21751,5501
21278,12782
21278,34201
21278,34202
54252,20022
54252,20722
21750,10219
21531,12771
21531,24321
54252,27172
21523,48072
21531,12772
25346,14236
25346,14233
54047,28043
21750,8281
54269,21592
54269,21593
54252,22393
21274,4231
21274,4202
54270,43232
21751,5962
21751,51391
21750,943
54269,21243
25346,14231
21750,45884
21750,25442
54047,28042
21750,9492
21750,39371
54269,22212
21274,51002
54268,47691
21436,5181
54268,48203
21753,18097
54268,47761
21531,34112
21531,34111
54252,22392
21436,51092
21750,15571
54047,23783
21753,18585
54253,27833
54253,27582
54253,27913
21750,19212
54253,29371
21753,18108
21753,18588
21753,18591
21753,18111
21753,18117
21753,18119
54253,21151
54253,21154
54253,21155
54253,21152
54253,22231
54253,22252
54253,28901
54253,22232
21753,18581
21753,18587
21753,18582
21753,18595
21753,18593
21753,18113
54253,27831
21753,18592
21436,51131
54270,44151
25358,60092
21531,8341
21750,39431
21750,17645
21750,17644
21750,17642
21750,17641
21750,15359
21750,18519
21750,18513
54047,27481
54047,21013
54047,27482
21523,19020
54253,22313
21750,18511
21750,18514
54047,21011
21751,5153
54268,43502
21436,51111
21274,4153
54253,24353
21751,5152
21753,18312
21753,18318
21753,18121
21753,18127
21753,18129
21753,18147
21753,18141
21753,45714
21753,18139
21753,18133
21753,45713
21753,45712
54253,23051
54253,23052
54253,23061
54253,23101
54253,23102
54253,24142
54253,23763
54253,21921
54253,21922
54253,21923
54253,24131
54253,24123
54253,21911
54253,21912
25358,61112
25358,1991
21750,12237
54047,23271
54047,23272
54047,23273
54047,23261
54047,23262
54047,23263
54047,27961
21753,18148
54253,24122
21278,7811
54252,20771
21436,5233
54268,47701
21274,64101
54270,43473
21753,521
21753,523
21436,65131
54270,44132
21750,15281
21750,15282
54047,28962
54253,23642
21278,9661
21750,19741
54047,21991
21750,43822
21750,39382
21436,5231
21436,65271
21750,10190
21750,19602
54253,20581
21751,5341
21753,522
21531,39313
54253,24351
21274,4152
54270,43472
21750,39612
21436,65132
54047,21453
21436,65272
21750,377
21750,371
25358,1821
54268,47711
54047,20251
21750,17222
21751,5622
54268,48222
21436,65281
21272,34333
54253,29613
54253,29643
21436,5251
54268,47712
21750,36171
21272,15503
21272,15441
21272,19338
21272,583
54253,23772
54253,29611
54253,28003
21272,19337
21272,34331
21272,15348
54253,23771
54253,29641
21751,51013
21750,36173
25358,13451
25358,13452
25358,39392
21750,15562
54047,22292
21272,15347
21274,41361
54270,44142
21750,36981
54047,22103
21436,51021
21272,19342
21272,17192
25358,1412
21751,51012
21751,65101
21436,51022
54047,23952
21274,4223
54270,43251
21274,64042
21746,5701
54268,48211
21272,45951
21272,45950
21272,45949
21272,45948
21272,45947
21272,45946
21272,45945
21272,45944
21272,17724
21272,12021
21272,17583
54253,27812
54253,27651
54253,42411
54253,42412
54253,20403
25358,1071
21436,5041
21436,65312
25358,1161
54044,31191
21534,931
54047,20972
21272,17731
21272,17737
21272,17608
54253,42431
54253,27972
54253,28013
21534,44031
54047,23892
25358,60111
54044,30072
21274,4222
54270,43252
21751,5081
21272,17883
21272,17881
54253,27613
25358,60542
21274,41351
54268,47772
21751,5082
21751,65201
21751,5142
54268,43432
21531,13081
21436,5042
25359,60831
21727,17597
21727,12111
54253,28021
21727,17592
54253,28022
21727,18568
54253,28142
54253,28141
54253,27693
21727,45028
25358,31392
54044,30053
21531,31342
21722,17901
21722,17903
21727,17891
21727,14027
21727,18553
21727,18559
54253,27691
54253,28122
54253,28121
54253,27723
54253,27731
54253,28171
54253,28172
54253,28173
54253,28174
54253,28151
54253,28152
54253,28153
54253,27713
21534,60553
54253,28291
25358,31301
21751,4551
21751,65202
21436,51241
21274,4161
54270,43451
54268,47452
21727,63931
21727,63937
21727,63938
21727,63932
21727,45642
54253,32321
54253,32322
54253,32323
54253,31891
54253,32341
54253,32343
54253,31892
54253,32342
54253,32311
54253,32312
54253,32313
54253,32331
54253,32332
54253,32333
21534,60551
21436,51181
21274,64291
21274,64292
21534,1173
21436,51242
21436,5361
21534,60552
21751,5421
25359,61911
21534,1172
25358,60002
54044,30122
21727,60179
21751,5422
21534,1372
21727,60178
21727,1751
21534,61121
54270,47111
21436,5561
21274,4713
21751,65191
21727,60639
21727,60633
54253,30983
21436,5951
54268,43492
21751,5351
25359,60031
54044,30041
21727,60631
54253,30982
21751,51061
21534,61123
21274,4211
54270,43731
21274,4711
21534,60201
54253,30991
21727,31401
21727,31407
54253,30381
21751,5521
21531,61602
54044,30141
54253,31032
21534,1831
54253,31031
21751,51211
25359,31261
21534,61122
25359,60362
21722,1251
54253,30391
21722,1253
54044,31423
21722,1252
21722,1258
54253,30392
25359,31262
21534,31202
25359,1141
54044,30221
25359,1142
54044,30222
54044,30163
21722,50052
21274,64563
21274,41271
21531,50153
21274,64561
21534,1133
21531,61721
54253,31141
54253,31142
54253,31143
21534,31212
54044,31052
21534,1131
54044,31011
54253,31062
25359,61921
21534,61521
25359,60803
21534,1132
21534,44901
54044,31012
21722,60143
21534,60273
21722,61628
54253,31651
21722,60141
21722,60142
21531,60431
21531,1217
21531,1211
25359,60333
21722,63891
21722,63883
21722,63889
54253,30501
54253,30502
54253,30503
54253,30504
54253,30505
54253,30506
54253,30511
54253,30512
54253,30513
54253,30514
54253,30515
54253,30516
54253,30491
54253,30483
25359,60801
54253,30083
21723,45058
21723,1341
25359,60292
25359,1392
54044,30003
21531,63712
21722,63433
21722,63439
21722,62201
21722,62207
54253,35761
54253,35762
54253,35763
54253,31582
54253,33511
54253,33512
54253,30081
54044,30212
54044,30533
54253,31671
21723,1683
54044,31613
25359,1243
25359,61802
21534,1722
54044,30532
21722,45643
21723,60511
21534,43531
21722,60442
21531,1801
54044,32012
54044,30823
21531,60011
25359,60283
25359,60281
25359,60282
25359,61133
25359,61411
54044,30032
54044,30461
21535,63491
21535,63527
54044,31401
54044,31751
54044,31752
54044,31753
54044,31771
25359,60332
21723,45391
21534,60243
21723,31377
54044,31982
54044,30822
54044,33571
54044,33572
54044,33573
54044,33542
54044,33581
54044,33582
54044,33583
54044,33553
54044,30463
25359,61412
21520,46567
21520,63501
21520,46544
21535,46532
21535,21972
21520,63517
21520,46501
21520,63514
54044,30941
54044,31472
54044,31462
54044,30921
54044,31712
54044,30911
54044,30912
54044,31782
54044,31681
54044,31682
54044,31683
21520,63518
21535,63528
21535,37551
21535,37531
21723,63661
54044,30711
54044,30712
54044,30713
54044,31391
54044,31381
25359,1441
21723,62113
21723,45117
54044,30901
54044,30931
54044,30932
54044,31441
54044,31221
54044,31223
54044,31851
21535,45957
21535,37591
21531,61233
21520,63658
21520,60627
21520,63919
21520,63913
21520,46687
21520,60451
54044,30891
54044,30892
54044,30893
54044,4693
25616,37621
21271,37611
21534,60522
21534,1042
21534,21043
54044,30742
21520,63912
21520,63918
54044,4692
21534,63531
21534,60191
21534,60192
21534,1702
25349,37951
21520,37051
21723,45294
21535,43807
21723,45298
21534,1521
54044,30551
21534,1523
54044,30553
21534,44371
21534,44372
21534,63231
21534,63843
54044,30683
25359,1122
21723,25318
21723,63942
21723,49157
54044,30571
54044,30572
54044,30581
54044,30591
54044,30592
21531,61422
54044,31852
21723,60122
21723,60128
21723,59018
21723,60103
21723,60109
54044,32261
54044,32262
54044,31002
54044,32271
54044,32272
54044,32273
54044,30862
54044,30653
54044,30652
21726,53112
21726,45297
21534,1522
54044,30552
54044,30681
21723,60108
21531,63262
54044,31943
21534,44011
21534,44012
25616,1711
25616,63243
54044,32081
54044,30283
21534,63842
21534,46471
54044,30682
54044,30301
21534,63841
25616,63821
25616,37153
25616,37151
25616,63252
54044,30851
54044,31801
54044,31802
54044,32041
54044,32042
54044,30602
25616,63822
25616,63241
54044,30281
21534,63232
54044,31663
21534,1018
21534,46472
54044,30302
25616,1063
25616,21063
54044,30813
25616,1061
25616,21061
54044,30811
25616,63251
54044,30282
25616,63242
25359,61002
25616,19123
54044,32093
54044,31843
25616,60502
25359,63781
25616,60507
25616,60501
54044,32092
21271,63587
21271,63581
21271,45296
21271,63593
54044,30731
54044,30643
25359,1621
25616,19121
54044,31841
21726,63628
21726,63622
21726,63474
21726,63479
54044,31743
54044,30771
54044,31703
54044,31561
54044,31562
54044,31563
25359,63021
21723,60212
21278,44381
21278,44382
21278,44383
54044,31082
21271,63582
54044,30732
25616,46235
25359,63321
21271,63591
54044,30641
21271,63801
54044,31181
21726,45651
21726,63871
21726,46525
21726,63441
21726,63448
54044,30761
54044,30763
54044,31901
54044,30762
54044,31903
21726,63872
54044,31721
21726,46527
54044,31741
21726,31363
54044,31702
54044,31493
21271,63802
54044,31662
25616,63742
54044,31812
25616,1062
25616,21062
54044,30812
25616,60613
25616,60619
54044,31453
21271,1503
21271,21503
54044,30753
25616,46234
25616,46236
25616,46232
25616,45299
21726,31361
21726,63392
21726,63401
21726,63403
54044,31491
54044,31623
54044,31503
54044,31182
25616,60612
25616,59074
21271,21053
21271,46483
54044,31452
54044,30443
25616,60617
25616,60611
21271,46481
21271,21051
54044,30441
54044,31451
25359,63022
25616,59071
25359,1891
21271,1501
21271,63833
54044,30751
54044,30673
54044,30752
21271,1502
21271,1508
21271,46482
21271,21052
54044,30442
21278,45862
25616,1511
25616,43451
25616,1512
25616,1513
21278,63202
21271,25002
25616,44363
25616,43682
25616,43681
25359,1381
21271,63861
21271,43653
54044,30661
21271,63863
21278,63552
54044,31513
54044,31911
21278,1981
21271,63862
54044,30662
21278,61501
21531,61931
21271,63013
25616,63691
25616,63692
54044,30431
25359,1231
54044,30021
21278,63961
54044,30022
25359,31292
21271,1883
54044,30473
54044,30261
54044,30353
21271,63012
54044,31962
21271,1882
25359,1312
21271,1271
21278,63192
21278,63388
21278,63381
54044,30262
25616,63223
54044,30403
25359,62101
21271,1691
54044,31823
21278,19112
21278,63611
21278,31132
54044,30961
21271,63761
21278,60601
54044,32051
54044,32053
21278,63612
21271,31191
25359,62331
21278,60602
21278,1181
54044,32052
54044,30521
21278,63603
21278,63971
21271,1783
21278,1592
21271,60931
25359,62121
25616,1652
54044,30952
25616,1151
25359,62122
25616,63312
25616,1152
54044,31352
21271,60903
21271,1301
21271,60163
21278,19105
21271,60162
54044,33501
21278,61021
21271,31282
21271,60921
21278,63051
21271,19108
54269,21361
54269,27371
54269,27372
54033,585
